unit_id,text,concreteness_1,concreteness_2,concreteness_3,concreteness_4,concreteness_5,avg_concreteness,url
B1602_3,"Es müsste hier regelmäßige Kontrollen oder in letzter Instanz Poller oder sonstige Hindernisse geben, die Autofahrer vom Zuparken des Radweges abhalten.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradweg-fast-immer-zugeparkt
B1603_2,Die Fahrradparkmöglichkeiten erweitern.,1,0,0,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/wichtige-stellplaetze-leider-haeufig-ueberfuellt
B1604_1,Überfüllte Fahrradständer,0,2,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ueberfuellte-fahrradstaender
B1605_1,Gemeinsamer Fuß/Radweg,0,1,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gemeinsamer-fussradweg
B1605_3,"Da beide Wege ziemlich breit sind, sollten sie einfach beide als gemeinsame Fuß- und Radwege ausgezeichnet werden.",2,1,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gemeinsamer-fussradweg
B1606_3,"Ich würde mir eine Markierung auf der Straße wünschen, die deutlich macht, dass hier ein Radweg abzweigt.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/markierung-fuer-radwegabzweig
B1607_1,Einfahrt ins Tulpenfeld verbessern,1,0,1,0,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
B1607_2,"Die Straße Tulpenfeld ist eine attraktive, weil weitgehend autofreie Alternative zu Heussallee/Winston-Churchill-Straße, außerdem Zufahrt zur Bundesnetzagentur mit rund 1000 Beschäftigten. Die Einfahrten sind aber problematisch: Von der Heussallee gibt es eine überflüssige Schwelle, so dass man in der Heussallee relativ weit links fahren muss, um die Schwelle sicher zu überfahren. Noch deutlich schlechter ist die Einfahrt von der Heinrich-Brüning-Straße wegen der Rechtskurve in die Winston-Churchill-Straße (auch als Querung für Fußgänger).",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
B1607_3,Im Bereich der Kurve sollte man deshalb für langsameren Autoverkehr sorgen.,2,0,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
B1608_1,"Einrichtung einer Fahrradstraße Wiesenweg, Schubertstraße, Richard-Wagner-Straße, Lisztstraße",1,2,2,1,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
B1608_3,"Das ist gerade mit Kinderanhänger unangenehm und völlig bescheuert. Die Route wäre eine sichere Alternative zur Endenicher Straße mit den vielen Ampeln, den unsäglichen und viel zu schmalen Schutzstreifen und den vielen Schlaglöchern.",2,2,1,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
B1608_4,"Die Route wäre eine sichere Alternative zur Endenicher Straße mit den vielen Ampeln, den unsäglichen und viel zu schmalen Schutzstreifen und den vielen Schlaglöchern.",2,0,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
B1609_1,Schutzstreifen völlig unzureichend,0,0,1,1,0,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
B1609_2,"Der Schutzstreifen ist viel zu schmal, so dass man als Radfahrer permanent vom Autoverkehr bedrängt wird. Schlimmer: Auf dem schmalen Streifen fährt man permanent im Öffnungsbereich der Autotüren - extrem unangenehm und gefährlich! Und hält man en notwendigen Sicherheitsabstand, verlässt man bereits den Schutzstreifen nach links und wird deshalb von Autofahrern bedrängt.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
B1609_3,"- Verbesserung: In West-Ost-Richtung einen ordentlich breiten Radfahrstreifen mit Sicherheitsabstand wegen der Autotüren schaffen, auf der anderen Straßenseite - teilweise bergab, d.h. man ist als Radfahrer relativ flott - auf den Streifen verzichten.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
B1610_3,Entfernung der lebensgefährlichen schräg längs zum Radweg verlaufenden Rille in der Fahrbahn an der Rampe Viktoriabrücke Richtung Weststadt.,2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
B1610_4,"Entfernung der lebensgefährlichen schräg längs zum Radweg verlaufenden Rille in der Fahrbahn an der Rampe Viktoriabrücke Richtung Weststadt. Die ist genau so breit, dass man mit einem Rennradreifen genau reinrutschen kann. Die sieht auch so aus, als wäre sie schon seit Jahzehnten dort. Fährt sich dann wie auf Schienen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
B1611_1,Neue Unterführung - größte vertane Chance zur Radverkehrsförderung in Bonn!,1,0,1,0,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
B1611_2,"Beim Bau des neuen Haltepunktes UN-Campus entsteht immerhin eine Unterführung mit Rampen. Letztere sind aber mit ihren 180°- bzw. 90°-Wenden bzw. Ecken kaum radfahrtauglich, d.h. man wird sie in der Regel als Radfahrer schiebend benutzen müssen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
B1611_4,Es wäre dann aber eine unglaublich ideale Verknüpfung der Stadtteile Dotterdorf-Kessenich-Südstadt (eher Wohnquartiere) mit den Arbeitsplatzkonzentrationen östlich der B9 und zur Südbrücke geschaffen worden!,2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
B1611_5,"Was jetzt gebaut wird, ist eine Billigstlösung zulasten des Fahrradverkehrs, die zeigt, wie in der Fahrradhauptstadt Bonn keinerlei Vision einer effizienten Radverkehrsförderung existiert.",1,2,2,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
B1612_1,"Verbreiterung aller Schutz- und Radfahrstreifen auf mindestens 2 Meter, neben Parkenden Autos auf 2,75 Meter",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbreiterung-aller-schutz-und-radfahrstreifen-auf-mindestens-2-meter
B1613_1,Übergang zwischen Promenade und Bröltalweg häufig zugeparkt,2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uebergang-zwischen-promenade-und-broeltalweg-haeufig-zugeparkt
B1614_3,"Durch die Verlängerung der Unterführung unter der Beuys-Allee hindurch wäre das Problem für Fahrgäste in Richtung Bad Godesberg nicht aufgetreten, und man hätte eine Unterführung mit geraden Rampen auch als attraktive Radweg-Unterführung ausbauen können (dazu weiterer Verbesserungsvorschlag).",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neues-hindernis-auf-einem-der-wichtigsten-bonner-radwege
B1615_2,Entweder Autos weg oder Schutzstreifen weg.,2,0,2,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viel-zu-schmaler-schutzstreifen-im-aufschwenkbereich-der-tueren-parkender
B1616_1,Durchgehenden Radweg schaffen!,1,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/durchgehenden-radweg-schaffen
B1616_2,"Von der Lessingstraße südwärts bis Bad Godesberg gibt es längs der linksrheinischen Bahnstrecke durchgehend einen Radweg, der als Radschnellweg taugt: Nur zwischen der neuen Albert-Fischer-Straße und dem Rheinweg klafft eine Lücke.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/durchgehenden-radweg-schaffen
B1617_1,"Entfall der STOP-Regelung für Radfahrer, die nach rechts auf die Kennedybrücke wollen.",2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
B1617_2,Hier steht schon mal die Polente und kassiert.,1,2,2,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
B1617_3,"Für Autos sehr sinnvoll, da diese nichts sehen, aber Radfahrer können hier gefahrlos auf den Radweg der Brücke einfädeln",2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
B1618_1,Parktascgen rechts vom Fahrradweg problematisch,1,1,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
B1618_2,"Rechts vom Radweg sind Parktaschen. Wenn die Autofahrer sich zum Einfädeln in den Verkehr VOR Umschalten der Ampel auf Grün, schon auf die Straße rausfahren, blockieren sie komplett den Radweg. Das geschieht quasi täglich. Als Fahrradfahrer muss man erstens häufig eine Vollbremsung machen, wenn man nicht umgefahren werden möchte, zweitens wird man regelmäßig beschimpft und bedroht, wenn man sich durch drücken möchte.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
B1618_3,Hier sollten die Parktaschen abgeschafft werden.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
B1619_3,"Oh, in der Realität sind aber genau so viele Autos, Parkplätze und Hindernisse unterwegs wie zuvor, nur dass jetzt auch noch teure Schilder und Markierungen da sind.",1,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
B1619_4,"Nein, einen wirklichen Vorteil für Radfahrer bieten diese Straßen nur, wenn man als Radfahrer nicht an jeder rechts-vor-links-Einmündung (oder sogar an Stopschildern wie in Beuel in der Siegfried-Leopold-Straße) abbremsen muss und die Straßen durchgängig breit und hindernisfrei eine gewisse Länge haben.",1,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
B1620_2,"Dieser Poller muß dringend versetzt werden, da er den direkten Weg auf den Münsterplatz blockiert und Radfahrer dort aber legal fahren sollen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/poller-gefaehrlich-raduebergangmitte
B1620_3,"Dieser Poller muß dringend versetzt werden, da er den direkten Weg auf den Münsterplatz blockiert und Radfahrer dort aber legal fahren sollen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/poller-gefaehrlich-raduebergangmitte
B1621_1,Benutzen des Radweges in beiden Richtungen erlauben bis zur Ampel,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/benutzen-des-radweges-beiden-richtungen-erlauben-bis-zur-ampel
B1621_2,dann kann man ohne Umwege über die Kreuzung!,2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/benutzen-des-radweges-beiden-richtungen-erlauben-bis-zur-ampel
B1621_3,"Abbiegeverbot macht nur für KfZ Sinn, nicht für Radfahrer",1,0,1,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/benutzen-des-radweges-beiden-richtungen-erlauben-bis-zur-ampel
B1622_1,Radständer richtig aufstellen,0,2,1,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radstaender-richtig-aufstellen
B1622_4,"Das ist aber nicht möglich, wenn er direkt an der Wand aufgestellt wird, obwohl er keinen behindert!",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radstaender-richtig-aufstellen
B1624_1,Katastrophe mit Kindern,1,0,0,0,0,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/katastrophe-mit-kindern
B1625_1,Radweg endet einfach im Nichts,1,1,1,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-endet-einfach-im-nichts
B1626_1,Unattraktive Radabstellanlage,0,0,1,0,1,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unattraktive-radabstellanlage
B1626_2,"Die Tauben haben unter den Bäumen die ganze Anlage vollgeschissen, keinem Autofahrer würde man so einen Parkplatz zumuten! Noch dazu ist die Anlage zu eng und unbrauchbar!",2,2,1,1,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unattraktive-radabstellanlage
B1627_1,Völlig Sinnfreie Rad/Fußgänger-Markierung auf dem Gehweg.,1,1,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/voellig-sinnfreie-radfussgaenger-markierung-auf-dem-gehweg
B1627_2,"Bitte Räume eindeutig definieren, hier ist völlig unklar wie man sich korrekt verhalten soll und für wen die Kennzeichnung wie gedacht ist!",1,0,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/voellig-sinnfreie-radfussgaenger-markierung-auf-dem-gehweg
B1628_1,Regelmäßige Verkehrsverstöße und Gefährdung,1,1,1,0,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/regelmaessige-verkehrsverstoesse-und-gefaehrdung
B1628_2,"Zur wirklichen Verkehrsberuhigung (Ausnahme Anlieger frei!) sollte man dieses Verkehrszeichen 250: Durchfahrt verboten mit dem Zusatz versehen Radfahrer frei, dann fahren keine Autos mehr durch und der Verkehr wird beruhigt!",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/regelmaessige-verkehrsverstoesse-und-gefaehrdung
B1629_2,"Die Pützstraße ist eine Einbahnstraßeinee, die für Radfahrer in der Gegenrichtung freigegeben ist. Leider ist der absolute Normalzustand tagsüber, dass Fahrzeuge in Fahrtrichtung links in zweiter Reihe parken, um zur Post zu gehen, einen Döner zu kaufen oder Brötchen zu holen. Um das Parken in zweiter Reihe verhindern, sollte die Stadt bauliche Maßnahmen ergreifen, damit man als Radfahrer nicht gezwungen ist, in den Gegenverkehr zu fahren oder Dooring von den Falschparkern zu erleiden.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parken-zweiter-reihe-verhindern-damit-man-ungefaehrdet-entgegen-der
B1629_3,"Um das Parken in zweiter Reihe verhindern, sollte die Stadt bauliche Maßnahmen ergreifen, damit man als Radfahrer nicht gezwungen ist, in den Gegenverkehr zu fahren oder Dooring von den Falschparkern zu erleiden. Trennen Sie den Radstreifen einfach baulich an den entsprechenden Stellen ab.",2,0,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parken-zweiter-reihe-verhindern-damit-man-ungefaehrdet-entgegen-der
B1630_1,Grüner Pfeil und Radweg/Fußweg trennen!,0,2,2,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruener-pfeil-und-radwegfussweg-trennen
B1630_3,"Ein Grüner Pfeil kann ihn aber abbiegen lassen ohne Gefahren für irgendjemand! Dazu ist der Bürgersteig breit genug um einzeln Rad - und Fahrradbereiche zu definieren, ebenfalls auf der Gegenrichtung möglich ab Ecke Augustusring/Graurheindorfer Straße!",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruener-pfeil-und-radwegfussweg-trennen
B1631_1,Radspur endet im Nichts,1,1,1,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-endet-im-nichts
B1631_2,"Hier ist ein Radzeichen ohne weitere Bedeutung, und viel Unsicherheit wie der Radfahrer weiter verfahren soll, Fußgängerbereich!?",1,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-endet-im-nichts
B1632_2,"Von der Oxfordstraße kommend biege ich links ab und dann sind Fußgänger Richtung Radfahrstraße (Florentiusgraben), Autoampel nützt Radfahrern nichts, sie werden zwischen Fußgängern und Autoverkehr zerrieben :-(",1,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beim-abbiegen-unklare-verhaeltnisse
B1633_1,Eingang zur Stadt aber fehlende Radabstellanlagen,1,0,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/eingang-zur-stadt-aber-fehlende-radabstellanlagen
B1634_1,Radweg wird regelmäßig zugeparkt,1,2,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-wird-regelmaessig-zugeparkt
B1636_1,Radfahrübung für Eltern mit Kind verhindert,1,0,1,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahruebung-fuer-eltern-mit-kind-verhindert
B1637_2,"Wie überall, zu wenige Anschließmöglichkeiten.",0,1,1,2,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-radabstellplaetze
B1638_1,"Hindernis durch Poller, die keinen Sinn ergeben!",1,2,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/hindernis-durch-poller-die-keinen-sinn-ergeben
B1638_2,"Mit Fahrradanhänger kaum eine Möglichkeit die Unterführung zu nutzen, welchen Sinn machen die Poller, wen sollen sie abhalten?",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/hindernis-durch-poller-die-keinen-sinn-ergeben
B1639_1,Keine West-Ost-Verbindung,1,1,1,0,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/keine-west-ost-verbindung
B1640_1,Konflikte mit dem Bus durch fehlende Radbereiche,1,1,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/konflikte-mit-dem-bus-durch-fehlende-radbereiche
B1640_2,"Vorne an der Kreuzung Thomas-Mann-Straße ist ein Radweg auf dem Gehweg, aber im entscheidenden Bereich am Gebäude vorbei in der Gegenfahrbahn zu den Bussen ist der Bereich für Radfahrer unklar!",2,1,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/konflikte-mit-dem-bus-durch-fehlende-radbereiche
B1641_2,Auch als Eingang zur Altstadt sind hier statt Pkw-Stellplätze für Schulkinder Radabstellmöglichkeiten auszuweiten.,2,0,2,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-wenig-radparkplaetze-auf-dem-schulhof-und-umgebung
B1641_3,Auch als Eingang zur Altstadt sind hier statt Pkw-Stellplätze für Schulkinder Radabstellmöglichkeiten auszuweiten.,2,0,1,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-wenig-radparkplaetze-auf-dem-schulhof-und-umgebung
B1642_1,Längere Grünphase für Rad- und Fußverkehr,1,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/laengere-gruenphase-fuer-rad-und-fussverkehr
B1643_2,"Besonders bei Fußgängern regelmäßig auf dem Radweg und Begegnungsverkehr, Verdoppelung der Breite dringend nötig!",1,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fuer-eine-der-hauptachsen-ost-west-als-radweg-viel-zu-schmal
B1643_3,"Besonders bei Fußgängern regelmäßig auf dem Radweg und Begegnungsverkehr, Verdoppelung der Breite dringend nötig!",1,2,1,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fuer-eine-der-hauptachsen-ost-west-als-radweg-viel-zu-schmal
B1644_1,Zu schmal als Hauptachse,1,1,1,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-schmal-als-hauptachse
B1645_1,Glascontainer am Radweg,0,1,1,0,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/glascontainer-am-radweg
B1645_2,"Dieser Radweg ist eine sehr praktische Verbindung zwischen Rheinufer und Kennedybrücke, aber ich frage mich generell, ob Glascontainer ihren besten Platz unmittelbar an/auf einem Fahrradweg haben. Ich befahre diesen Weg nur höchst ungern, um keinen Platten zu riskieren.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/glascontainer-am-radweg
B1646_1,Umwandlung Fußweg in Fuß und Radweg,1,2,1,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/umwandlung-fussweg-fuss-und-radweg
B1646_3,hier wäre eine Absenkung des Bordsteins hilfreich,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/umwandlung-fussweg-fuss-und-radweg
B1647_1,Radspur einführen,0,1,0,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-einfuehren
B1647_2,Von der Rheinaue kommenden ergeben sich beim Einfädeln in den Verkehr auf der Joseph-Schumpeter-Allee des öfteren brenzlige Situationen.,2,1,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-einfuehren
B1647_3,Durch die Weiterführung des Radweges mit einer Spur auf der Strasse könnte diese Stelle entschärt werden.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-einfuehren
B1648_1,Ausleuchtung des Radweges unter der Nordbrücke,2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ausleuchtung-des-radweges-unter-der-nordbruecke
B1648_2,"Der Zubringerweg von der Ampelanlage bis zur Nordbrücke ist zwar toll ausgebaut worden, jedoch ist es in der dunklen Jahreszeit dort sehr dunkel und als Frau habe ich hier Angst. Besonders die Stelle, wenn man unter der Brücke herfahren muss, ist schon ziemlich unheimlich.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ausleuchtung-des-radweges-unter-der-nordbruecke
B1648_3,Hier wäre ich für eine gute Ausleuchtung sehr dankbar. Dies würde auch mögliche Unfallquellen (z.B. Kreuzen von Radfahrern beim Befahren / Verlassen der Brücke) vermindern. Dann würde ich auch in der dunklen Jahreszeit mein Rad für den Arbeitsweg nutzen können.,2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ausleuchtung-des-radweges-unter-der-nordbruecke
B1649_1,Entfernung der Drängelgitter,1,2,0,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-draengelgitter
B1649_2,"Vollkommen unnötiger weise stehen an dieser Stelle Drängelgitter die eine Einfahrt auf den Fahrradweg unnötig erschweren oder für Radfahrer mit Anhänger oder Lastenräder nahezu unmöglich machen. Der Weg ist eine wichtige Anbindung für die Schulen Marktschule, Adelheidis Gymnasium und Gesamtschule Beuel.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-draengelgitter
B1649_3,"Die Drängegitter müssen vollständig entfernt oder, so wie auf der anderen Seite der Unterführung bei der Einmündung 'Am Ennertbad', durch Pöller ersetzt werden.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-draengelgitter
